Paper,DOI,Publication Year,Corresponding Author,Email,Physical Address,Analyte Polymer,Critical Component,Architecture,Critical Condition Basis,Column Name,Stationary Phase Chemistry,Column Mode,Pore Size,Column Dimensions,Mobile Phase Solvents,Mobile Phase Ratio,Mobile Phase Ratio Units,Aqueous pH,Aqueous Salt Added,Aqueous Salt Type,Aqueous Salt Concentration,Temperature (°C),Flow Rate,Detector,Consensus Confidence,Qwen Confidence,Mistral Confidence,Evidence: Critical Condition,Evidence: Critical Component,Evidence: Column Name,Evidence: Mobile Phase Solvents,Evidence: Mobile Phase Ratio,Evidence: Temperature,Evidence: Pore Size,Evidence: Flow Rate,Notes
[346] Abrar2011.pdf,10.1007/s00216-010-4448-3,2011,Shazia Abrar; Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, Central Polymer Laboratory/Molecular Characteristics (CePol/MC), A-8010 Graz, Austria",Polyethylene glycol,Ethylene oxide (EO) unit,linear,critical adsorption point (CAP) for EO unit,Nucleosil 100-5 OH,diol,Hydrophilic Interaction,100 Å,250 × 4.6 mm,"Acetone, Water",95.9,wt.%,,False,,,,0.5 ml/min,ELSD,explicit,explicit,explicit,"This is called the critical adsorption point (CAP), where entropic and enthalpic contributions compensate each other, and the interaction parameter equals zero.","For functional polymers and block copolymers, the interaction parameter of the other block (or the end-group parameter) determines the elution behavior.",Nucleosil 100-5 OH,"acetone, water",95.9 wt.% acetone,,100 Å,0.5 ml/min,"The text states a CAP for PEG was found on diol phases in about 80 wt.% acetone, but Fig 5 and the discussion of Fig 4 indicate separation according to hydroxy groups is achieved in 90-95% acetone on diol phases. The text explicitly links the separation of PEG derivatives by hydroxy groups on Nucleosil OH in 95 wt.% acetone (Fig 5) to the concept of suppressing molar mass dependence (CAP for EO)."
[346] Abrar2011.pdf,10.1007/s00216-010-4448-3,2011,Shazia Abrar; Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, Central Polymer Laboratory/Molecular Characteristics (CePol/MC), A-8010 Graz, Austria",Polyethylene glycol,Ethylene oxide (EO) unit,linear,Critical adsorption point (CAP) for EO unit,LiChrosorb Diol,diol,Normal Phase,,250 × 4.6 mm,"Acetone, Water",90 wt.% acetone,wt.%,,False,,,,0.5 ml/min,ELSD,explicit,explicit,explicit,"This is called the critical adsorption point (CAP), where entropic and enthalpic contributions compensate each other, and the interaction parameter equals zero.","For functional polymers and block copolymers, the interaction parameter of the other block (or the end-group parameter) determines the elution behavior.",Lichrosorb Diol,"acetone, water",90 wt.% acetone,,,0.5 ml/min,"Fig 4 shows separation of PEGs and PPGs on LiChrosorb Diol in 90 wt.% acetone. The text states that under these conditions (similar to the 80% CAP mentioned), PPG elutes in SEC mode, implying PEG is at its critical condition (independent of molar mass)."
[346] Abrar2011.pdf,10.1007/s00216-010-4448-3,2011,Shazia Abrar; Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, Central Polymer Laboratory/Molecular Characteristics (CePol/MC), A-8010 Graz, Austria",Polyethylene glycol,Ethylene oxide (EO) unit,linear,critical adsorption point (CAP) for EO unit,Synergi MAX RP,dodecyl,Reversed Phase,80 Å,250 × 4.6 mm,"Acetone, Water",32 vol.% acetone,vol.%,,False,,,,0.5 ml/min,Evaporative light scattering detector PL-ELS 2100,explicit,explicit,explicit,"This is called the critical adsorption point (CAP), where entropic and enthalpic contributions compensate each other, and the interaction parameter equals zero.","For functional polymers and block copolymers, the interaction parameter of the other block (or the end-group parameter) determines the elution behavior.",Synergi MAX RP,"acetone, water",32 vol.% acetone,,80 Å,0.5 ml/min,"Fig 2 caption explicitly states 'at the CAP for EO in 32 vol.% acetone'. The text confirms that under critical conditions for PEG on a reversed phase column, oligomers elute as narrow peaks independent of molar mass."
[346] Abrar2011.pdf,10.1007/s00216-010-4448-3,2011,Shazia Abrar; Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, Central Polymer Laboratory/Molecular Characteristics (CePol/MC), A-8010 Graz, Austria",PEG,EO,linear,critical adsorption point,Spherisorb Si,silica,Normal Phase,80 Å,250 × 4.0 mm,"acetone, water",93.23,wt-%,,False,,,,0.5 ml/min,ELSD,explicit,missed,explicit,"This is called the critical adsorption point (CAP), where entropic and enthalpic contributions compensate each other, and the interaction parameter equals zero.","For functional polymers and block copolymers, the interaction parameter of the other block (or the end-group parameter) determines the elution behavior.",Spherisorb Si,"acetone, water",93.23 wt.% acetone,,80 Å,0.5 ml/min,
[347] Abrar2011.pdf,,2011,Prof. Dr. Bernd Trathnigg,,"Institute of Chemistry, Karl-Franzens University of Graz, Austria",Polyethylene glycol (PEG),Polyethylene oxide (EO) unit,Linear,Critical adsorption point (CAP) for EO unit where entropic and enthalpic contributions compensate each other,Luna HILIC,Polyglycidol modified silica,Hydrophilic Interaction,200 Å,250 x 4.6 mm,"Acetone, Water",97 wt-% acetone,wt-%,,False,,,,0.5 ml/min,RI detector RI 101,explicit,explicit,missed,"The question was now, whether these conditions really corresponded to the CAP for PEG. This is indeed the case, as can be seen in Figure 10.","At the CAP for the EO unit, all polyethylene oxide chains elute at same elution volume regardless of their length.","Luna HILIC 5µm column( Phenomenex, Torrance, CA, USA; 250 × 4.6 mm; particle diameter = 5µm;  pore size = 200 Ǻ, carbon load: 5.7%)","acetone and water, both HPLC grade",97 wt-% acetone,,pore size = 200 Ǻ,All separations were performed at a flow rate of 0.5 ml/min.,The text explicitly confirms that 97 wt-% acetone on Luna HILIC corresponds to the CAP for PEG. The separation of PEG derivatives with different hydroxy end groups was achieved under these conditions.
[347] Abrar2011.pdf,,2011,Prof. Dr. Bernd Trathnigg,,"Institute of Chemistry, Karl-Franzens University of Graz, Austria",Polyethylene glycol (PEG),Polyethylene oxide (EO) unit,Linear,Critical adsorption point (CAP) for EO unit,Nucleosil 100-5 OH,Silica-based diol phase,Normal Phase,100 Å,250 x 4.6 mm,"Acetone, Water",95.9 wt-% acetone,wt-%,,False,,,,0.5 ml/min,RI detector RI 101,explicit,explicit,missed,"As has already been described previously [40], a CAP for PEG could be found on a diol phase in about 80 wt-% acetone – water. Under such conditions PPG eluted in SEC mode. The same behaviour is also observed on diol phases in 90 % acetone (Figure 4).","At the CAP for the EO unit, all polyethylene oxide chains elute at same elution volume regardless of their length.","Nucleosil 100-5 OH 5 µm (Macherey-Nagel, Dueren, Germany): silica-based diol phase; 250x4.6 mm; particle diameter: 5 µm;   pore size: 100 Ǻ","acetone and water, both HPLC grade",95.9 wt-% acetone,,pore size: 100 Ǻ,All separations were performed at a flow rate of 0.5 ml/min.,"Figure 5 caption explicitly states 'Nucleosil Diol, 95.9 wt-% acetone' for the separation of PEG derivatives. The text links this to the CAP for PEG on diol phases."
[347] Abrar2011.pdf,,2011,Prof. Dr. Bernd Trathnigg,,"Institute of Chemistry, Karl-Franzens University of Graz, Austria",Polyethylene glycol (PEG),Polyethylene oxide (EO) unit,Linear,Critical adsorption point (CAP) for EO unit,LiChrosorb Diol,Silica-based diol phase,Normal Phase,,250 x 4.6 mm,"Acetone, Water",90 wt-% acetone,wt-%,,False,,,,0.5 ml/min,RI detector RI 101,explicit,explicit,missed,"As has already been described previously [40], a CAP for PEG could be found on a diol phase in about 80 wt-% acetone – water. Under such conditions PPG eluted in SEC mode. The same behaviour is also observed on diol phases in 90 % acetone (Figure 4).","At the CAP for the EO unit, all polyethylene oxide chains elute at same elution volume regardless of their length.","LiChrosorb Diol (Knauer, Berlin, Germany): silica-based diol phase, 250;4.6 mm, particle size: 5 µm","acetone and water, both HPLC grade",90 wt-% acetone,,,All separations were performed at a flow rate of 0.5 ml/min.,"Figure 4 caption explicitly states 'Lichrosorb Diol, 90 wt-% acetone'. The text indicates this condition shows CAP behavior for PEG (PPG elutes in SEC mode)."
[347] Abrar2011.pdf,,,,,,PEG,polyoxyethylene chain,linear,Critical point of adsorption (CAP) for the polyoxyethylene chain,Onyx C18,silica-based monolith with octadecyl groups,Reversed Phase,130µm; 2 µm,100mm x 4.6mm,"acetone, water",90 % acetone,volume percent,,False,,,,2 ml/min,evaporative light scattering detector PL-ELS 2100,explicit,explicit,missed,which corresponds to the CAP for PEG,polyoxyethylene chain,Onyx C18,acetone – water,90 % acetone,,Mesopore: 130µm; Macropore: 2 µm,2 ml/min,Used in comprehensive LC as the second dimension (LCCC).
[347] Abrar2011.pdf,,2010,,,,Tween 40,PEG,linear,Critical adsorption point for PEG,Prodigy ODS3,silica-based octadecyl phase,Reversed Phase,10 nm,250 x 4.6 mm,"methanol, water",92.97 wt-% methanol,wt-%,,False,,,,0.5 ml.min[-1],Waters 2414 refractive index detector,explicit,explicit,missed,separated Tween 40 and 60 on a RP column at the CAP for PEG in methanol – water,CAP for PEG,Prodigy ODS3 column,methanol – water,92.97 wt-% methanol,,pore size =10 nm,flow rate of 0.5 ml.min[-1],Analytical scale LCCC
[347] Abrar2011.pdf,,2010,,,,Tween 60,PEG,linear,Critical adsorption point for PEG,Prodigy ODS3,silica-based octadecyl phase,Reversed Phase,10 nm,250 x 4.6 mm,"methanol, water",92.97 wt-% methanol,wt-%,,False,,,,0.5 ml.min[-1],Waters 2414 refractive index detector,explicit,explicit,missed,separated Tween 40 and 60 on a RP column at the CAP for PEG in methanol – water,CAP for PEG,Prodigy ODS3 column,methanol – water,92.97 wt-% methanol,,pore size =10 nm,flow rate of 0.5 ml.min[-1],Analytical scale LCCC
[347] Abrar2011.pdf,,2010,,,,Tween 40,PEG,linear,Critical adsorption point for PEG,Synergi Fusion RP,silica-based dodecyl phase,Reversed Phase,80 Å,250 x 4.6 mm,"methanol, acetone, water","41% Methanol, 47% Acetone to 96% Acetone",volume percent,,False,,,,0.5 ml/min,evaporative light scattering detector PL-ELS 2100,explicit,explicit,missed,gradient elution from critical conditions in a ternary mobile phase (methanol – acetone – water) to a CAP in a binary mobile phase (acetone – water),CAP for PEG,Synergi Fusion RP column,methanol – acetone – water,41% Methanol and 47% Acetone and then going to 96% Acetone,,nominal pore size = 80 Å,flow rate of 0.5 ml/min,Gradient LCCC from ternary to binary CAP
[347] Abrar2011.pdf,,2010,,,,Tween 60,PEG,linear,Critical adsorption point for PEG,Synergi Fusion RP,silica-based dodecyl phase,Reversed Phase,80 Å,250 x 4.6 mm,"methanol, acetone, water","41% Methanol, 47% Acetone to 96% Acetone",volume percent,,False,,,,0.5 ml/min,evaporative light scattering detector PL-ELS 2100,explicit,explicit,missed,gradient elution from critical conditions in a ternary mobile phase (methanol – acetone – water) to a CAP in a binary mobile phase (acetone – water),CAP for PEG,Synergi Fusion RP column,methanol – acetone – water,41% Methanol and 47% Acetone and then going to 96% Acetone,,nominal pore size = 80 Å,flow rate of 0.5 ml/min,Gradient LCCC from ternary to binary CAP
[347] Abrar2011.pdf,,2010,,,,Tween 80,PEG,linear,Critical adsorption point for PEG,Synergi Fusion RP,silica-based dodecyl phase,Reversed Phase,80 Å,250 x 4.6 mm,"methanol, acetone, water","41% Methanol, 47% Acetone to 96% Acetone",volume percent,,False,,,,0.5 ml/min,evaporative light scattering detector PL-ELS 2100,explicit,explicit,missed,gradient elution from critical conditions in a ternary mobile phase (methanol – acetone – water) to a CAP in a binary mobile phase (acetone – water),CAP for PEG,Synergi Fusion RP column,methanol – acetone – water,41% Methanol and 47% Acetone and then going to 96% Acetone,,nominal pore size = 80 Å,flow rate of 0.5 ml/min,Gradient LCCC from ternary to binary CAP
[363] Falkenhagen2009.pdf,10.1021/ac8019784,2009,Jana Falkenhagen; Steffen Weidner,jana.falkenhagen@bam.de,"BAM, Federal Institute for Materials Research and Testing, Richard-Willstaetter-Strasse 11, D-12489 Berlin, Germany",HO-PEO-(CH2)18-H,PEO,linear,critical conditions of adsorption of PEO,BEH C18,C18,Reversed Phase,,50 mm x 2.1 mm,"water with 0.1% formic acid, acetonitrile/methanol 30:70 (v/v)",15.7/84.3,v/v,,False,,,30,0.35 mL/min,ESI-TOF MS,explicit,explicit,explicit,"Using a mixture of 15.7/ 84.3 (A/B, v/v) ""critical"" separation conditions were realized.","For the determination of critical conditions of adsorption of PEO, an ethoxylated fatty acid C 18 alcohol ( M w ) 700 g/mol) was used.",The system was equipped with one BEH (Bridged Ethane Hybrid particle) C18 column with a length of 50 mm and a diameter of 2.1 mm (Waters GmbH).,Different binary and ternary solvent mixtures were used as mobile phase. The determination of critical conditions of adsorption of PEO and the characterization of different PEO's was performed using mixtures of water with 0.1% of formic acid (component A) and acetonitrile/methanol 30:70 (v/v) (component B).,"Using a mixture of 15.7/ 84.3 (A/B, v/v) ""critical"" separation conditions were realized.",Column and autosampler were kept at a constant temperature of 30 °C.,,The flow rate was 0.35 mL/min.,Critical condition established using ethoxylated fatty acid C18 alcohol (HO-PEO-(CH2)18-H).
[363] Falkenhagen2009.pdf,10.1021/ac8019784,2009,Jana Falkenhagen; Steffen Weidner,jana.falkenhagen@bam.de,"BAM, Federal Institute for Materials Research and Testing, Richard-Willstaetter-Strasse 11, D-12489 Berlin, Germany",ethoxylated fatty acid alcohols mixture,PEO,linear,critical conditions of adsorption of PEO,BEH C18,C18,Reversed Phase,,50 mm x 2.1 mm,"water with 0.1% formic acid, acetonitrile/methanol 30:70 (v/v)",15.7/84.3,v/v,,False,,,30,0.35 mL/min,ESI-TOF MS,explicit,explicit,missed,"These ""critical"" conditions were applied for a separation of a mixture of 8 fatty acid ethoxylated alcohols.",critical conditions of adsorption of PEO,BEH (Bridged Ethane Hybrid particle) C18 column,mixtures of water with 0.1% of formic acid (component A) and acetonitrile/methanol 30:70 (v/v) (component B),"15.7/ 84.3 (A/B, v/v)",Column and autosampler were kept at a constant temperature of 30 °C,,The flow rate was 0.35 mL/min,Mixture of 8 ethoxylated fatty acid alcohols analyzed under PEO critical conditions established previously.
[363] Falkenhagen2009.pdf,10.1021/ac8019784,2009,Jana Falkenhagen; Steffen Weidner,jana.falkenhagen@bam.de,"BAM, Federal Institute for Materials Research and Testing, Richard-Willstaetter-Strasse 11, D-12489 Berlin, Germany",PPO homopolymer,PPO,linear,critical conditions of adsorption of PPO,BEH C18,C18,Reversed Phase,,50 mm x 2.1 mm,"water with 0.2% formic acid, tetrahydrofurane",85:15,v/v,,False,,,30,0.2 mL/min,ESI-TOF MS,explicit,explicit,missed,"At a solvent composition of 85:15 THF/water (v/v), which represents the ""critical"" mode of separation of PPO",determination of critical conditions of PPO,BEH (Bridged Ethane Hybrid particle) C18 column,mixtures of water with 0.2% of formic acid (A) and tetrahydrofurane (B),85:15 THF/water (v/v),Column and autosampler were kept at a constant temperature of 30 °C,,flow rate 0.2 mL/min,Critical condition established using PPO homopolymer (Mp 1020 g/mol).
[363] Falkenhagen2009.pdf,10.1021/ac8019784,2009,Jana Falkenhagen; Steffen Weidner,jana.falkenhagen@bam.de,"BAM, Federal Institute for Materials Research and Testing, Richard-Willstaetter-Strasse 11, D-12489 Berlin, Germany",PPO/PEO copolymer,PPO,block copolymer,critical conditions of PPO,BEH C18,C18,Reversed Phase,,50 mm x 2.1 mm,"water with 0.2% formic acid, tetrahydrofurane",85:15,v/v,,False,,,30,0.5 mL/min,ESI-TOF MS,explicit,explicit,missed,"At a solvent composition of 85:15 THF/water (v/v), which represents the ""critical"" mode of separation of PPO (middle), the PPO/PEO copolymer was injected.",critical conditions of PPO,BEH (Bridged Ethane Hybrid particle) C18 column,mixtures of water with 0.2% of formic acid (A) and tetrahydrofurane (B),85:15 THF/water (v/v),Column and autosampler were kept at a constant temperature of 30 °C,,At a flow rate of 0.5 mL/min,Copolymer analyzed under PPO critical conditions. PEO block is not at critical condition.
[364] Trathnigg2006.pdf,10.1002/masy.200650503,2006,Bernd Trathnigg; Alexei Gorbunov,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria; Institute for Highly Pure Biopreparations, Pudozhskaya 7, 197110 St.Petersburg, Russia",EO-PO block copolymers,EO,EO-PO diblock,Critical Adsorption Point (CAP) for EO,Jordi Gel DVB 500 RP,poly(divinylbenzene),Reversed Phase,500 A,250 x 4.6 mm,"acetone, water",91.73,wt-%,,False,,,25.0,0.5 ml/min,RI,explicit,explicit,explicit,LCCC,EO,Jordi Gel DVB 500 RP,acetone – water,91.73 wt-%,25.08C,500 A,0.5 ml/min,"Situation 1: CAP for EO, PO elutes in LAC mode. Used for short PO blocks."
[364] Trathnigg2006.pdf,10.1002/masy.200650503,2006,Bernd Trathnigg; Alexei Gorbunov,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria; Institute for Highly Pure Biopreparations, Pudozhskaya 7, 197110 St.Petersburg, Russia",EO-PO block copolymers,EO,triblock,Critical Adsorption Point (CAP) for EO,Novapak C18,octadecyl,Reversed Phase,60 A,300 x 3.9 mm,"methanol, water",80 wt-% methanol,wt-%,,False,,,25.0,0.5 ml/min,ELSD,explicit,explicit,explicit,LCCC,EO,Novapak C18,methanol-water,80 wt-%,25.08C,60 A,0.5 ml/min,"Situation 1: CAP for EO, PO elutes in LAC mode. Used for longer PO blocks where baseline separation of oligomers is achieved."
[364] Trathnigg2006.pdf,10.1002/masy.200650503,2006,Bernd Trathnigg; Alexei Gorbunov,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria; Institute for Highly Pure Biopreparations, Pudozhskaya 7, 197110 St.Petersburg, Russia",PEG,EO,linear,Critical Adsorption Point (CAP) for EO,Jordi Gel DVB 500 RP,poly(divinylbenzene),Reversed Phase,500 A,250 x 4.6 mm,"acetone, water",91.73 wt-% acetone,wt-%,,False,,,25.0,0.5 ml/min,RI,explicit,explicit,missed,"Critical conditions for the (more polar) EO block have been found on reversed phase columns in aqueous methanol, acetone, or acetonitrile.",CAP for the EO unit,Jordi Gel DVB 500 RP,acetone – water,91.73 wt-% acetone – water,temperature of 25.08C was maintained for all measurements,nominal pore size ¼ 500 A,flow rate of 0.5 ml/min,Used for analysis of poloxamers where EO is at CAP and PO elutes in SEC mode (Situation 2).
[364] Trathnigg2006.pdf,10.1002/masy.200650503,2006,Bernd Trathnigg; Alexei Gorbunov,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens-University, Heinrichstrasse 28, A-8010 Graz, Austria; Institute for Highly Pure Biopreparations, Pudozhskaya 7, 197110 St.Petersburg, Russia",EO-PO block copolymers,EO,triblock,Critical Adsorption Point (CAP) for EO,Nucleosil 100-5 OH,diol,Normal Phase,100 A,250 x 4.6 mm,"acetone, water",78.54 wt-% acetone,wt-%,,False,,,25.0,0.5 ml/min,RI,explicit,explicit,missed,"on a normal phase column, PO would elute in SEC mode aat the CAP for EO",CAP for EO,Nucleosil 100-5 OH,acetone - water,78.54 wt-% acetone - water,temperature of 25.08C was maintained for all measurements,nominal pore size ¼ 100 A,flow rate of 0.5 ml/min,"Situation 3: CAP for EO, PO elutes in SEC mode. Used to separate homopolymers and diblocks from triblocks."
[365] Ahmed2009.pdf,10.1002/jssc.200900014,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens University, Heinrichstrasse 28, A-8010 Graz, Austria",PEG-MME,EO,linear,Critical adsorption point (CAP) for EO unit,Spherisorb ODS2,ODS2 (C18),Reversed Phase,80 Å,250 x 10 mm,"acetonitrile, water",69.12 wt-% acetonitrile–water,wt-%,,False,,,25.0,2.0 mL/min,DDS 70 density detection system,explicit,explicit,missed,"At the CAP for the more polar EO unit on a RP column, the nonpolar PCL should elute in LAC mode.",CAP for the more polar EO unit,"Spherisorb ODS2 (250x10 mm, 5 lm, 80 Å)",acetonitrile–water,69.12 wt-% acetonitrile–water,25.0°C,80 Å,2.0 mL/min,Used as first dimension in 2D-LC to separate PCL block copolymers based on CL block length. The text states PEG is sufficiently close to critical conditions in this mobile phase.
[365] Ahmed2009.pdf,10.1002/jssc.200900014,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens University, Heinrichstrasse 28, A-8010 Graz, Austria",poly(ethylene glycol)-b-poly(e-caprolactone),EO,diblock,LCCC,Spherisorb ODS2,C18,Reversed Phase,80 Å,250 x 300 mm,"acetonitrile, water",69.12 wt-%,wt-%,,False,,,25.0,2.0 mL/min,density,explicit,missed,explicit,LCCC,EO,Spherisorb ODS2,acetonitrile–water,69.12 wt-%,25.0,80 Å,2.0 mL/min,
[365] Ahmed2009.pdf,10.1002/jssc.200900014,2009,Bernd Trathnigg,bernd.trathnigg@uni-graz.at,"Institute of Chemistry, Karl-Franzens University, Heinrichstrasse 28, A-8010 Graz, Austria",poly(ethylene glycol)-b-poly(e-caprolactone),EO,diblock,LCCC,Synergi Fusion RP,C18,Reversed Phase,80 Å,250 x 4.6 mm,"acetone, water",68 vol-%,vol-%,,False,,,,0.5 mL/min,ELSD,explicit,missed,explicit,LCCC,EO,Synergi Fusion RP,acetone–water,68 vol-%,,80 Å,0.5 mL/min,
[366] Pasch2006.pdf,10.1002/masy.200551317,2006,Harald Pasch; Martina Adler; Daniela Knecht; Frank Rittig; Ronald Lange,hpasch@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Darmstadt, Germany; Polymer Standards Service GmbH, Mainz, Germany; BASF Aktiengesellschaft, Ludwigshafen, Germany",PEO,PEO,linear,liquid chromatography under critical conditions (LC-CC) resulted in the desired separation,Nucleosil C18,C18,Reversed Phase,,,"MeOH, H2O",82.5:17.5,% by volume,,False,,,,,,explicit,explicit,missed,liquid chromatography under critical conditions (LC-CC) resulted in the desired separation,The critical point for PEO was obtained at an eluent of MeOH-water of 82.5:17.5% by volume,stationary phase: Nucleosil C18,MeOH:H2O,82.5:17.5% by volume,,,,Used for separation of free PEO from PEO-g-PVA graft copolymers.
[366] Pasch2006.pdf,10.1002/masy.200551317,2006,Harald Pasch; Martina Adler; Daniela Knecht; Frank Rittig; Ronald Lange,hpasch@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Darmstadt, Germany; Polymer Standards Service GmbH, Mainz, Germany; BASF Aktiengesellschaft, Ludwigshafen, Germany",PEG,PEG,linear,liquid chromatography at critical conditions (LC-CC) for PEG,Knauer Nucleosil RP18-100,RP18,Reversed Phase,,,"methanol, water",81/19,w/w,,False,,,,,ELSD,explicit,explicit,missed,liquid chromatography at critical conditions (LC-CC) for PEG,PEG elutes in one chromatographic peak irrespective of molar mass,stationary phase: Knauer Nucleosil RP18-100,mobile phase: methanol/water,81/19 (w/w),,,,Used for separation of PEG from graft products in PEG-g-PMAA analysis.
[366] Pasch2006.pdf,10.1002/masy.200551317,2006,Harald Pasch; Martina Adler; Daniela Knecht; Frank Rittig; Ronald Lange,hpasch@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Darmstadt, Germany; Polymer Standards Service GmbH, Mainz, Germany; BASF Aktiengesellschaft, Ludwigshafen, Germany",PEG-g-PVA,PEG,graft,separation takes place with regard to the chemical composition of the different species and PEG elutes in one chromatographic peak irrespective of molar mass,Nucleosil C18,C18,Reversed Phase,,,"methanol, water",82.5:17.5,% by volume,,False,,,,,,explicit,missed,explicit,separation takes place with regard to the chemical composition of the different species and PEG elutes in one chromatographic peak irrespective of molar mass,PEG,Nucleosil C18,MeOH:H2O 82.5:17.5% by volume,82.5:17.5% by volume,,,,
[367] Adler2005.pdf,10.1002/macp.200500344,2005,Harald Pasch,hpasch@dki.tu-darmstadt.de,"Deutsches Kunststoff-Institut (German Institute for Polymers), Schloßgartenstr. 6, 64289 Darmstadt, Germany",poly(ethylene glycol),poly(ethylene glycol),linear,critical point of adsorption,Knauer Nucleosil RP18-100,octadecyl modified silica gel,Reversed Phase,,,"methanol, water",80:20,v/v,,False,,,,,ELSD,explicit,missed,explicit,"At the critical point of adsorption for PEG, LC-CC separates MPEG and the macromonomer with regard to their endgroups irrespective of molar mass.","At the critical point of adsorption for PEG, LC-CC separates MPEG and the macromonomer with regard to their endgroups irrespective of molar mass.",A non-polar stationary phase of RP-18 (octadecyl modified silica gel) and a mobile phase composition of methanol-water 81:19 wt.-%,A non-polar stationary phase of RP-18 (octadecyl modified silica gel) and a mobile phase composition of methanol-water 81:19 wt.-%,A non-polar stationary phase of RP-18 (octadecyl modified silica gel) and a mobile phase composition of methanol-water 81:19 wt.-%,,,,
[368] Girod2009.pdf,10.1002/rcm.4028,2009,L. Charles,laurence.charles@univ-provence.fr,"Universités Aix-Marseille I, II & III – CNRS, UMR 6264: Laboratoire Chimie Provence, Spectrométries Appliquées à la Chimie Structurale, F-13397 Marseille Cedex 20, France",PEO-b-PS,PEO,linear,The retention of the SG1-capped PEO-b-PS copolymer was examined at the critical conditions of the PEO block in order to make the PEO segment chromatographically 'invisible',octadecyl-silica Equisil,octadecyl-silica,Reversed Phase,100 Å,150 x 4 mm,"Methanol, Water",88.8:11.2,"%, v/v",,True,LiCl,0.1–1 mM,25,1 mL min-1,ESI-MS,explicit,explicit,explicit,"The critical conditions were established for hydroxyl-terminated PEG standards, ranging from Mw ≈ 200 to 2000 g mol 1, using 1 mM LiCl concentration. The critical composition of the MeOH/water eluent was determined to be 88.8:11.2 (%, v/v) and this allows elution of all the PEG chains at the same retention time (tr ≈ 2.33 min) independently of their molecular mass.",The critical conditions were established for hydroxyl-terminated PEG standards,"The chromatographic column (octadecyl-silica Equisil, 150 x 4 mm, pore diameter: 100 Å, particle size: 5 mm)","The critical composition of the MeOH/water eluent was determined to be 88.8:11.2 (%, v/v)","The critical composition of the MeOH/water eluent was determined to be 88.8:11.2 (%, v/v)",The chromatographic column was maintained at a constant temperature of 25°C.,"The chromatographic column (octadecyl-silica Equisil, 150 x 4 mm, pore diameter: 100 Å, particle size: 5 mm)",The flow rate was set to 1 mL min 1.,Critical conditions established using hydroxyl-terminated PEG standards ranging from Mw 200 to 2000 g mol-1. Salt concentration varied between 0.1 and 1 mM but critical composition remained the same.
[369] Weidner2007.pdf,10.1002/rcm.314h,2007,Steffen M. Weidner,stefien.weidner@bam.de,"Federal Institute for Materials Research and Testing (BAM), Dept. I 'Analytical Chemistry, Reference Materials', Richard-Willstactier-Strasse 11, D-12489 Berlin, Germany",PEO-co-PPO,PPO,block copolymer,critical conditions of separation of one polymer unit,YMC RP 2-3 18,C18,Reversed Phase,300 A,250mm x 4.6mm,"tetrahydrofuran, water",65:35,v/v,,False,,,45,0.5mL/min,SEDEX 45,explicit,explicit,explicit,critical conditions of separation of one polymer unit,PPO,YMC RP 2-3 18,tetrahydrofuran (THF)/ water,65:35v/v,45°C,125mm,0.5mL/min,Isocratic mode used for PPO critical condition. PEO elutes in LAC mode.
[369] Weidner2007.pdf,10.1002/rcm.314h,2007,Steffen M. Weidner,stefien.weidner@bam.de,"Federal Institute for Materials Research and Testing (BAM), Dept. I 'Analytical Chemistry, Reference Materials', Richard-Willstactier-Strasse 11, D-12489 Berlin, Germany",PEO-co-PPO mono-n-butyl ether,PEO,block copolymer,critical conditions of separation of one polymer unit,YMC RP 2-3 18,C18,Reversed Phase,300 A,250mm x 4.6mm,"tetrahydrofuran, water, isopropanol",85:15,v/v,,False,,,45,0.5 mL/min,SEDEX 45,explicit,explicit,explicit,critical conditions of separation of one polymer unit,PEO,YMC RP 2-3 18,tetrahydrofuran (THF)/ water,85:15v/v,45°C,125mm,0.5mL/min,"Gradient mode used. PEO at critical condition, PPO elutes in LAC mode. Isopropanol added to shift from critical to LAC."
